# BinNR microsec O-Beam AUX chi(deg)
0.000 3600.000 10 30 -160.000
1.000 3600.000 18 35 -160.000
2.000 3600.000 21 31 -160.000
3.000 3600.000 21 29 -160.000
4.000 3600.000 16 40 -160.000
5.000 3600.000 22 37 -160.000
6.000 3600.000 24 44 -160.000
7.000 3600.000 21 47 -160.000
8.000 3600.000 23 60 -160.000
9.000 3600.000 22 74 -160.000
10.000 3600.000 22 70 -160.000
11.000 3600.000 15 65 -160.000
12.000 3600.000 24 81 -160.000
13.000 3600.000 20 73 -160.000
14.000 3600.000 16 74 -160.000
15.000 3600.000 24 55 -160.000
16.000 3600.000 24 60 -160.000
17.000 3600.000 22 53 -160.000
18.000 3600.000 17 51 -160.000
19.000 3600.000 23 45 -160.000
20.000 3600.000 16 49 -160.000
21.000 3600.000 15 34 -160.000
22.000 3600.000 17 55 -160.000
23.000 3600.000 19 36 -160.000
24.000 3600.000 20 44 -160.000
25.000 3600.000 21 44 -160.000
26.000 3600.000 21 68 -160.000
27.000 3600.000 19 65 -160.000
28.000 3600.000 25 78 -160.000
29.000 3600.000 18 77 -160.000
30.000 3600.000 21 81 -160.000
31.000 3600.000 14 77 -160.000
32.000 3600.000 26 74 -160.000
33.000 3600.000 22 60 -160.000
34.000 3600.000 27 71 -160.000
35.000 3600.000 20 63 -160.000
36.000 3600.000 28 42 -160.000
37.000 3600.000 30 40 -160.000
38.000 3600.000 32 30 -160.000
39.000 3600.000 19 41 -160.000
40.000 3600.000 28 27 -160.000
41.000 3600.000 29 45 -160.000
42.000 3600.000 36 54 -160.000
43.000 3600.000 12 62 -160.000
44.000 3600.000 22 53 -160.000
45.000 3600.000 26 93 -160.000
46.000 3600.000 22 75 -160.000
47.000 3600.000 18 85 -160.000
48.000 3600.000 18 87 -160.000
49.000 3600.000 16 64 -160.000
50.000 3600.000 13 67 -160.000
51.000 3600.000 22 67 -160.000
52.000 3600.000 24 72 -160.000
53.000 3600.000 22 54 -160.000
54.000 3600.000 25 52 -160.000
55.000 3600.000 23 40 -160.000
56.000 3600.000 29 42 -160.000
57.000 3600.000 22 34 -160.000
58.000 3600.000 21 39 -160.000
59.000 3600.000 31 37 -160.000
60.000 3600.000 29 58 -160.000
61.000 3600.000 20 52 -160.000
62.000 3600.000 24 55 -160.000
63.000 3600.000 12 79 -160.000
64.000 3600.000 21 82 -160.000
65.000 3600.000 21 77 -160.000
66.000 3600.000 26 66 -160.000
67.000 3600.000 11 83 -160.000
68.000 3600.000 13 65 -160.000
69.000 3600.000 19 55 -160.000
70.000 3600.000 22 60 -160.000
71.000 3600.000 18 42 -160.000
72.000 3600.000 22 50 -160.000
73.000 3600.000 20 38 -160.000
74.000 3600.000 25 30 -160.000
75.000 3600.000 19 29 -160.000
76.000 3600.000 17 46 -160.000
77.000 3600.000 10 36 -160.000
78.000 3600.000 14 58 -160.000
79.000 3600.000 20 48 -160.000
80.000 3600.000 26 66 -160.000
81.000 3600.000 20 69 -160.000
82.000 3600.000 18 80 -160.000
83.000 3600.000 17 83 -160.000
84.000 3600.000 16 96 -160.000
85.000 3600.000 13 60 -160.000
86.000 3600.000 23 75 -160.000
87.000 3600.000 22 76 -160.000
88.000 3600.000 31 59 -160.000
89.000 3600.000 18 69 -160.000
90.000 3600.000 25 47 -160.000
91.000 3600.000 23 35 -160.000
92.000 3600.000 31 49 -160.000
93.000 3600.000 15 45 -160.000
94.000 3600.000 33 43 -160.000
95.000 3600.000 13 43 -160.000
96.000 3600.000 22 62 -160.000
97.000 3600.000 12 74 -160.000
98.000 3600.000 14 65 -160.000
99.000 3600.000 15 61 -160.000
100.000 3600.000 10 87 -160.000
101.000 3600.000 16 77 -160.000
102.000 3600.000 29 73 -160.000
103.000 3600.000 18 77 -160.000
104.000 3600.000 13 67 -160.000
105.000 3600.000 25 70 -160.000
