* begin:	12/04/2023 08:20:48
* script file:	D:\data\Cycle 192\exp_3-16-13\rawdata\sc\path2pi4_In2_cb_g.cfg
*
* no cfg file, sc file created manually
* remarks:	room to enter remarks
*
0	-1.7500000	60.0	52	7454	615387	1921	3764125313	7506	0.0000000	0.0000000
0	-1.5000000	60.0	104	7427	623879	2027	3764125377	7531	0.0000000	0.0000000
0	-1.2500000	60.0	276	7339	615037	2000	3764125441	7615	0.0000000	0.0000000
0	-1.0000000	60.0	414	7289	611826	1954	3764125505	7703	0.0000000	0.0000000
0	-0.7500000	60.0	540	7626	622845	2009	3764125570	8166	0.0000000	0.0000000
0	-0.5000000	60.0	574	7598	662156	1993	3764125634	8172	0.0000000	0.0000000
0	-0.2500000	60.0	488	7548	641474	1947	3764125698	8036	0.0000000	0.0000000
0	0.0000000	60.0	324	7483	627404	1983	3764125762	7807	0.0000000	0.0000000
0	0.2500000	60.0	134	7835	620620	2014	3764125826	7969	0.0000000	0.0000000
0	0.5000000	60.0	57	7353	626080	1951	3764125891	7410	0.0000000	0.0000000
0	0.7500000	60.0	118	7632	620693	1944	3764125955	7750	0.0000000	0.0000000
0	1.0000000	60.0	273	7604	622730	1938	3764126019	7877	0.0000000	0.0000000
0	1.2500000	60.0	459	7563	628273	1992	3764126083	8022	0.0000000	0.0000000
0	1.5000000	60.0	577	7447	641727	2026	3764126147	8024	0.0000000	0.0000000
0	1.7500000	60.0	541	7625	690961	1944	3764126212	8166	0.0000000	0.0000000
* end: 12/04/2023 08:36:53
