* begin:	10/04/2023 00:13:40
* script file:	D:\data\Cycle 192\exp_3-16-13\rawdata\sc\path1pi8cb_g.cfg
*
* no cfg file, sc file created manually
* remarks:	room to enter remarks
*
0	-1.7500000	60.0	69	7480	666619	7851	3763923285	7549	0.0000000	0.0000000
0	-1.5000000	60.0	80	7652	668108	7984	3763923350	7732	0.0000000	0.0000000
0	-1.2500000	60.0	235	7638	668403	7878	3763923414	7873	0.0000000	0.0000000
0	-1.0000000	60.0	516	7525	667606	7998	3763923478	8041	0.0000000	0.0000000
0	-0.7500000	60.0	674	7621	668549	7801	3763923543	8295	0.0000000	0.0000000
0	-0.5000000	60.0	795	7570	669664	7983	3763923607	8365	0.0000000	0.0000000
0	-0.2500000	60.0	687	7804	669727	7923	3763923671	8491	0.0000000	0.0000000
0	0.0000000	60.0	430	7559	666120	7794	3763923735	7989	0.0000000	0.0000000
0	0.2500000	60.0	208	7649	665544	7906	3763923799	7857	0.0000000	0.0000000
0	0.5000000	60.0	49	7612	644712	7772	3763923864	7661	0.0000000	0.0000000
0	0.7500000	60.0	81	7733	697117	7861	3763923928	7814	0.0000000	0.0000000
0	1.0000000	60.0	231	7620	692819	8033	3763923992	7851	0.0000000	0.0000000
0	1.2500000	60.0	501	7661	682812	7925	3763924056	8162	0.0000000	0.0000000
0	1.5000000	60.0	686	7639	713561	7933	3763924121	8325	0.0000000	0.0000000
0	1.7500000	60.0	711	7784	667896	7826	3763924185	8495	0.0000000	0.0000000
* end: 10/04/2023 00:29:46
