# BinNR microsec O-Beam AUX chi(deg)
93.000 3600.010 26 58 -175.000
94.000 3600.010 17 89 -175.000
95.000 3600.010 15 86 -175.000
96.000 3600.010 29 72 -175.000
97.000 3600.010 27 54 -175.000
98.000 3600.010 17 71 -175.000
99.000 3600.010 20 43 -175.000
100.000 3600.010 24 44 -175.000
101.000 3600.010 12 42 -175.000
102.000 3600.010 19 49 -175.000
103.000 3600.010 20 44 -175.000
104.000 3600.010 16 49 -175.000
105.000 3600.010 19 65 -175.000
106.000 3600.010 15 87 -175.000
107.000 3600.010 21 71 -175.000
108.000 3600.010 14 80 -175.000
109.000 3600.010 23 97 -175.000
110.000 3600.010 27 81 -175.000
111.000 3600.010 17 68 -175.000
112.000 3600.010 26 57 -175.000
113.000 3600.010 19 60 -175.000
114.000 3600.010 25 57 -175.000
115.000 3600.010 22 41 -175.000
116.000 3600.010 20 40 -175.000
117.000 3600.010 22 39 -175.000
118.000 3600.010 14 55 -175.000
119.000 3600.010 14 58 -175.000
120.000 3600.010 17 71 -175.000
121.000 3600.010 17 60 -175.000
122.000 3600.010 26 81 -175.000
123.000 3600.010 26 79 -175.000
124.000 3600.010 28 86 -175.000
125.000 3600.010 18 68 -175.000
126.000 3600.010 18 75 -175.000
127.000 3600.010 23 75 -175.000
128.000 3600.010 14 60 -175.000
129.000 3600.010 26 59 -175.000
130.000 3600.010 26 48 -175.000
131.000 3600.010 18 42 -175.000
132.000 3600.010 20 48 -175.000
133.000 3600.010 14 38 -175.000
134.000 3600.010 26 56 -175.000
135.000 3600.010 16 45 -175.000
136.000 3600.010 19 54 -175.000
137.000 3600.010 19 71 -175.000
138.000 3600.010 24 90 -175.000
139.000 3600.010 19 72 -175.000
140.000 3600.010 22 78 -175.000
141.000 3600.010 19 80 -175.000
142.000 3600.010 18 81 -175.000
143.000 3600.010 21 71 -175.000
144.000 3600.010 24 52 -175.000
145.000 3600.010 21 59 -175.000
146.000 3600.010 32 50 -175.000
147.000 3600.010 20 46 -175.000
148.000 3600.010 26 40 -175.000
149.000 3600.010 15 37 -175.000
150.000 3600.010 23 38 -175.000
151.000 3600.010 22 59 -175.000
152.000 3600.010 14 63 -175.000
153.000 3600.010 14 51 -175.000
154.000 3600.010 23 76 -175.000
155.000 3600.010 21 67 -175.000
156.000 3600.010 25 105 -175.000
157.000 3600.010 17 83 -175.000
158.000 3600.010 22 71 -175.000
159.000 3600.010 16 87 -175.000
160.000 3600.010 29 61 -175.000
161.000 3600.010 23 60 -175.000
162.000 3600.010 22 65 -175.000
163.000 3600.010 25 48 -175.000
164.000 3600.010 23 43 -175.000
165.000 3600.010 20 55 -175.000
166.000 3600.010 24 56 -175.000
167.000 3600.010 23 55 -175.000
168.000 3600.010 25 58 -175.000
169.000 3600.010 19 73 -175.000
170.000 3600.010 26 78 -175.000
171.000 3600.010 29 76 -175.000
172.000 3600.010 31 79 -175.000
173.000 3600.010 24 74 -175.000
174.000 3600.010 32 84 -175.000
175.000 3600.010 26 72 -175.000
176.000 3600.010 22 71 -175.000
177.000 3600.010 17 57 -175.000
178.000 3600.010 23 55 -175.000
179.000 3600.010 26 47 -175.000
180.000 3600.010 27 52 -175.000
181.000 3600.010 28 39 -175.000
182.000 3600.010 20 48 -175.000
183.000 3600.010 25 45 -175.000
184.000 3600.010 19 59 -175.000
185.000 3600.010 19 56 -175.000
186.000 3600.010 18 76 -175.000
187.000 3600.010 17 81 -175.000
188.000 3600.010 29 90 -175.000
189.000 3600.010 22 101 -175.000
190.000 3600.010 28 79 -175.000
191.000 3600.010 24 67 -175.000
192.000 3600.010 15 67 -175.000
193.000 3600.010 21 75 -175.000
194.000 3600.010 24 52 -175.000
195.000 3600.010 22 61 -175.000
196.000 3600.010 17 51 -175.000
197.000 3600.010 19 47 -175.000
198.000 3600.010 14 48 -175.000
199.000 3600.010 32 51 -175.000
200.000 3600.010 16 57 -175.000
201.000 3600.010 22 46 -175.000
202.000 3600.010 27 82 -175.000
203.000 3600.010 22 75 -175.000
204.000 3600.010 21 85 -175.000
205.000 3600.010 18 93 -175.000
206.000 3600.010 19 72 -175.000
207.000 3600.010 29 69 -175.000
208.000 3600.010 29 83 -175.000
209.000 3600.010 25 56 -175.000
210.000 3600.010 23 52 -175.000
211.000 3600.010 22 57 -175.000
212.000 3600.010 22 46 -175.000
213.000 3600.010 20 37 -175.000
214.000 3600.010 28 48 -175.000
215.000 3600.010 17 50 -175.000
216.000 3600.010 21 36 -175.000
217.000 3600.010 20 50 -175.000
218.000 3600.010 31 74 -175.000
219.000 3600.010 24 75 -175.000
220.000 3600.010 21 79 -175.000
221.000 3600.010 17 73 -175.000
222.000 3600.010 19 73 -175.000
223.000 3600.010 19 64 -175.000
224.000 3600.010 24 63 -175.000
225.000 3600.010 26 72 -175.000
226.000 3600.010 22 55 -175.000
227.000 3600.010 27 42 -175.000
228.000 3600.010 20 42 -175.000
229.000 3600.010 25 51 -175.000
230.000 3600.010 23 60 -175.000
231.000 3600.010 16 44 -175.000
232.000 3600.010 26 53 -175.000
233.000 3600.010 32 58 -175.000
234.000 3600.010 21 70 -175.000
235.000 3600.010 26 70 -175.000
236.000 3600.010 24 78 -175.000
237.000 3600.010 20 59 -175.000
238.000 3600.010 26 75 -175.000
239.000 3600.010 27 82 -175.000
240.000 3600.010 24 80 -175.000
241.000 3600.010 19 60 -175.000
242.000 3600.010 22 61 -175.000
243.000 3600.010 27 42 -175.000
244.000 3600.010 23 44 -175.000
245.000 3600.010 32 43 -175.000
246.000 3600.010 22 43 -175.000
247.000 3600.010 14 44 -175.000
248.000 3600.010 26 55 -175.000
249.000 3600.010 24 53 -175.000
250.000 3600.010 20 54 -175.000
251.000 3600.010 25 65 -175.000
252.000 3600.010 23 83 -175.000
253.000 3600.010 22 87 -175.000
254.000 3600.010 21 78 -175.000
255.000 3600.010 28 61 -175.000
256.000 3600.010 22 85 -175.000
257.000 3600.010 22 67 -175.000
258.000 3600.010 30 55 -175.000
259.000 3600.010 15 43 -175.000
260.000 3600.010 19 54 -175.000
261.000 3600.010 20 45 -175.000
262.000 3600.010 23 49 -175.000
263.000 3600.010 20 51 -175.000
264.000 3600.010 17 49 -175.000
265.000 3600.010 32 61 -175.000
266.000 3600.010 32 75 -175.000
267.000 3600.010 17 82 -175.000
268.000 3600.010 25 90 -175.000
269.000 3600.010 22 92 -175.000
270.000 3600.010 20 73 -175.000
271.000 3600.010 22 76 -175.000
272.000 3600.010 24 69 -175.000
273.000 3600.010 16 59 -175.000
274.000 3600.010 35 62 -175.000
275.000 3600.010 18 45 -175.000
276.000 3600.010 29 45 -175.000
277.000 3600.010 27 46 -175.000
278.000 3600.010 17 58 -175.000
279.000 3600.010 28 56 -175.000
280.000 3600.010 22 65 -175.000
281.000 3600.010 27 59 -175.000
282.000 3600.010 19 77 -175.000
283.000 3600.010 18 83 -175.000
284.000 3600.010 23 93 -175.000
285.000 3600.010 32 77 -175.000
286.000 3600.010 28 85 -175.000
287.000 3600.010 28 76 -175.000
288.000 3600.010 24 78 -175.000
289.000 3600.010 30 69 -175.000
290.000 3600.010 15 62 -175.000
291.000 3600.010 21 49 -175.000
292.000 3600.010 16 44 -175.000
293.000 3600.010 16 41 -175.000
294.000 3600.010 21 52 -175.000
295.000 3600.010 27 38 -175.000
296.000 3600.010 24 46 -175.000
297.000 3600.010 21 60 -175.000
298.000 3600.010 17 68 -175.000
299.000 3600.010 23 51 -175.000
300.000 3600.010 29 80 -175.000
301.000 3600.010 19 72 -175.000
302.000 3600.010 22 79 -175.000
303.000 3600.010 31 79 -175.000
304.000 3600.010 12 45 -175.000
