* begin:	09/04/2023 17:02:00
* script file:	D:\data\Cycle 192\exp_3-16-13\rawdata\sc\path1pi8cb_g.cfg
*
* no cfg file, sc file created manually
* remarks:	room to enter remarks
*
0	-1.7500000	60.0	74	7382	666800	7909	3763897385	7456	0.0000000	0.0000000
0	-1.5000000	60.0	91	7377	663128	7937	3763897450	7468	0.0000000	0.0000000
0	-1.2500000	60.0	282	7450	667832	7926	3763897514	7732	0.0000000	0.0000000
0	-1.0000000	60.0	603	7495	687049	7980	3763897578	8098	0.0000000	0.0000000
0	-0.7500000	60.0	878	7446	770670	7950	3763897642	8324	0.0000000	0.0000000
0	-0.5000000	60.0	967	7547	743147	7834	3763897706	8514	0.0000000	0.0000000
0	-0.2500000	60.0	853	7302	691066	7868	3763897771	8155	0.0000000	0.0000000
0	0.0000000	60.0	577	7307	686980	7883	3763897835	7884	0.0000000	0.0000000
0	0.2500000	60.0	239	7468	641593	7954	3763897899	7707	0.0000000	0.0000000
0	0.5000000	60.0	71	7367	616482	7858	3763897963	7438	0.0000000	0.0000000
0	0.7500000	60.0	93	7356	611949	7725	3763898027	7449	0.0000000	0.0000000
0	1.0000000	60.0	338	7309	630404	8111	3763898092	7647	0.0000000	0.0000000
0	1.2500000	60.0	632	7379	631573	7984	3763898156	8011	0.0000000	0.0000000
0	1.5000000	60.0	872	7327	647739	7877	3763898220	8199	0.0000000	0.0000000
0	1.7500000	60.0	987	7283	675363	7785	3763898284	8270	0.0000000	0.0000000
* end: 09/04/2023 17:18:06
